BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster,Segment
8.621764343,1,6.934650342,6.934650342,0,5.552817745,0.583333,0.583333,0,0.083333,1,12,9.305741457,7.188218473,7.257494934,0,12,2,Inactive Customers
5.470200267,1,7.89865243,7.636906466,6.431862342,0,1,1,0.583333,0,0,45,7.313886832,7.773409628,5.18935495,1,12,2,Inactive Customers
7.032873318,1,0,0,0,4.241621026,0,0,0,0.083333,1,0,7.090909822,5.644080795,5.486316869,0,12,1,Big Spenders
5.51687919,0.454545,0,0,0,6.773060991,0,0,0,0.333333,10,0,7.090909822,5.539943875,5.56535014,0,12,1,Big Spenders
8.105676539,1,8.224351163,7.682643724,7.353306111,0,1,1,1,0,0,81,8.987321813,8.512246931,6.83757772,0,12,2,Inactive Customers
7.225665413,1,0,0,0,4.3874595,0,0,0,0.166667,3,0,7.313886832,5.719579676,6.146507657,0,12,1,Big Spenders
4.284176057,1,6.332177778,0,6.332177778,0,1,0,1,0,0,32,7.313886832,6.181812543,5.135368215,0.416667,12,0,Cash Advance Lovers
6.653695256,1,5.255096664,0,5.255096664,7.81124639,0.416667,0,0.333333,0.25,4,6,7.090909822,7.769177868,6.049781096,0.166667,12,1,Big Spenders
6.590943247,1,6.044720913,0,6.044720913,6.064903776,0.416667,0,0.333333,0.333333,4,7,8.412054873,7.082900657,5.33044277,0,12,1,Big Spenders
7.017692957,1,3.433987204,3.433987204,0,7.303621871,0.083333,0.083333,0,0.416667,11,1,7.313886832,7.518014598,6.348988162,0.083333,12,1,Big Spenders
5.906562783,0.636364,0,0,0,7.951472394,0,0,0,0.083333,3,0,8.006700845,8.44142034,6.167971561,0.25,12,1,Big Spenders
8.26676759,1,8.197208289,3.931825633,8.183341518,7.839746764,1,0.083333,1,0.166667,5,254,8.922791624,9.019229732,8.460933969,0.083333,12,2,Inactive Customers
8.91510976,1,6.985641818,0,6.985641818,8.286441785,0.666667,0,0.666667,0.25,29,24,9.047939083,8.381615949,8.702969784,0,12,1,Big Spenders
6.624710238,0.727273,0,0,0,6.981228013,0,0,0,0.083333,4,0,7.090909822,7.187504731,4.986654049,0,12,1,Big Spenders
6.28877169,1,7.422965277,6.88039436,6.553904914,0,0.583333,0.416667,0.416667,0,0,25,7.378383713,7.175892431,6.877107836,0.25,12,2,Inactive Customers
7.545361535,1,0,0,0,8.425536132,0,0,0,0.25,7,0,7.824445931,8.486427359,6.231731546,0.090909,12,1,Big Spenders
2.507130526,0.636364,5.518697102,0,5.518697102,0,0.416667,0,0.416667,0,0,10,9.159152335,3.633482699,4.208038285,0,12,3,EMI Users
3.931953311,0.454545,6.554289466,0,6.554289466,0,0.333333,0,0.25,0,0,5,8.160803921,7.515035074,4.897387967,1,12,3,EMI Users
8.54026749,1,8.38475834,8.069836767,7.076839609,0,0.833333,0.333333,0.75,0,0,19,9.210440367,7.715233727,7.186153066,0,12,2,Inactive Customers
6.893376635,1,9.234494303,8.370505924,8.68738481,0,1,0.333333,1,0,0,56,8.922791624,9.315905423,5.53693748,1,12,2,Inactive Customers
6.860013298,1,6.179498921,6.070160194,3.931825633,0,0.833333,0.666667,0.416667,0,0,20,7.090909822,6.109869674,5.614964328,0,12,2,Inactive Customers
5.085626427,0.909091,6.902240098,6.799055862,4.590056548,0,0.333333,0.166667,0.166667,0,0,9,8.77971129,6.889554506,4.952435029,0.090909,12,3,EMI Users
8.149654774,1,5.303304908,5.303304908,0,4.695084553,0.083333,0.083333,0,0.083333,1,1,8.160803921,7.188217015,8.137432853,0,12,1,Big Spenders
5.453773517,1,8.058966343,7.607570181,7.047204129,0,1,0.583333,1,0,0,22,8.853808275,7.866876519,5.058948278,0.4,12,2,Inactive Customers
4.845247005,1,7.088508941,7.088508941,0,0,1,1,0,0,0,12,9.105090961,6.843031668,5.198510606,0.454545,12,2,Inactive Customers
7.580521083,0.857143,7.473330418,7.473330418,0,8.083880836,0.571429,0.571429,0,0.857143,16,11,8.853808275,5.428817748,6.03125104,0,7,1,Big Spenders
3.222862786,1,5.686975356,0,5.686975356,0,1,0,1,0,0,12,8.517393171,5.718373897,5.226044683,0.666667,12,0,Cash Advance Lovers
8.395198947,0.833333,0,0,0,8.855738752,0,0,0,0.666667,13,0,8.853808275,6.762892615,6.892010754,0,6,1,Big Spenders
7.740102929,1,0,0,0,6.68278102,0,0,0,0.083333,2,0,8.006700845,6.796409722,6.154837302,0,12,1,Big Spenders
7.419542328,1,4.473807868,4.473807868,0,6.574723364,0.083333,0.083333,0,0.083333,2,1,8.612685173,5.751779334,5.863873129,0,12,1,Big Spenders
4.320881789,1,6.85978278,6.139970755,6.194650259,0,1,0.916667,0.583333,0,0,24,8.853808275,6.818161887,5.17027382,1,12,2,Inactive Customers
2.353878027,0.545455,4.532814524,0,4.532814524,0,0.5,0,0.5,0,0,6,7.378383713,4.624146354,4.424088584,0.5,12,3,EMI Users
4.573199455,0.545455,6.681983276,0,6.681983276,0,0.75,0,0.75,0,0,9,7.576097341,7.297613015,5.084926497,0.222222,12,0,Cash Advance Lovers
6.650546004,1,7.185530945,7.16834104,3.157000421,7.366461871,0.666667,0.666667,0.083333,0.333333,6,27,7.090909822,7.956520599,6.272481738,0.166667,12,2,Inactive Customers
6.280701743,0.909091,0,0,0,6.836665834,0,0,0,0.166667,2,0,7.496097345,7.469998612,5.33652908,0.111111,12,1,Big Spenders
4.214452597,1,6.37480333,6.37480333,0,0,1,1,0,0,0,12,9.210440367,6.348227595,5.212831965,1,12,2,Inactive Customers
6.823723347,0.454545,0,0,0,8.06394588,0,0,0,0.166667,2,0,8.160803921,8.390689294,5.544195271,0,12,1,Big Spenders
7.397363512,1,0,0,0,5.621002344,0,0,0,0.090909,1,0,7.576097341,6.326443278,6.2078461,0,11,1,Big Spenders
7.777062161,1,0,0,0,4.606278442,0,0,0,0.166667,2,0,7.824445931,6.337497629,6.742974543,0,12,1,Big Spenders
3.284908891,0.909091,4.904237203,0,4.904237203,0,0.333333,0,0.25,0,0,6,9.159152335,5.005384305,5.129616208,0.222222,12,3,EMI Users
6.864120382,0.857143,7.281041489,7.281041489,0,0,0.571429,0.571429,0,0,0,54,7.090909822,5.353919931,6.788361318,0,7,3,EMI Users
3.728763745,1,6.271139649,6.271139649,0,0,1,1,0,0,0,16,7.601402335,5.954081718,5.169885515,0.333333,12,3,EMI Users
8.519566314,1,0,0,0,7.688176038,0,0,0,0.25,7,0,8.853808275,7.191948787,7.150292991,0,12,1,Big Spenders
7.508380967,1,0,0,0,7.422764271,0,0,0,0.25,4,0,7.824445931,6.380782846,6.062140571,0,12,1,Big Spenders
8.50469812,1,6.0132505,5.865929668,4.043051268,7.934323076,0.333333,0.25,0.083333,0.333333,7,4,8.517393171,7.691906396,7.813772392,0,12,1,Big Spenders
4.553498778,1,6.704830935,5.010901925,6.50323972,0,0.916667,0.25,0.75,0,0,14,7.824445931,5.893813788,4.841773673,0.3,12,0,Cash Advance Lovers
6.242118809,1,8.387738051,8.280044525,6.108135854,6.048545396,1,1,0.666667,0.166667,2,46,9.711176264,8.509858729,5.174527712,0.916667,12,2,Inactive Customers
6.524868088,1,7.802307431,7.720798816,5.259992252,0,1,1,0.333333,0,0,36,8.131824785,7.641861624,5.263728147,0,12,2,Inactive Customers
7.686317806,1,0,0,0,6.067346471,0,0,0,0.083333,2,0,7.824445931,6.851089214,6.499321681,0,12,1,Big Spenders
6.963032375,1,5.865164091,4.135806352,5.673323267,0,1,0.083333,0.916667,0,0,13,8.006700845,6.373358995,5.531567961,0,12,0,Cash Advance Lovers
5.043098038,0.363636,0,0,0,8.291356616,0,0,0,0.25,7,0,9.350189267,7.901365879,2.912433759,0,12,3,EMI Users
8.683924673,1,4.96144505,4.96144505,0,7.409915618,0.125,0.125,0,1.125,12,2,9.210440367,6.840514415,6.824688485,0,8,1,Big Spenders
6.968280137,1,0,0,0,5.774147678,0,0,0,0.333333,8,0,9.047939083,5.614526646,5.771147641,0,12,1,Big Spenders
4.844333658,1,7.105982993,0,7.105982993,0,1,0,1,0,0,18,8.517393171,6.948552294,5.042293464,0.272727,12,0,Cash Advance Lovers
6.139018261,1,7.185583966,7.185583966,0,0,0.083333,0.083333,0,0,0,1,8.160803921,4.595304863,5.644786941,0,12,3,EMI Users
5.281044587,1,8.001468922,7.921506604,5.439903731,0,1,1,0.416667,0,0,28,9.581972892,7.542711859,5.284510864,1,12,2,Inactive Customers
8.468150493,1,6.421638528,6.161228419,4.955827058,8.823539229,1,1,0.083333,0.5,8,14,8.922791624,8.899161262,6.931509228,0,12,2,Inactive Customers
7.366914193,1,0,0,0,5.818146549,0,0,0,0.166667,2,0,7.496097345,6.141796602,6.109179229,0,12,1,Big Spenders
6.934593316,1,0,0,0,5.50487692,0,0,0,0.166667,2,0,7.090909822,6.090222723,5.772636125,0,12,1,Big Spenders
7.369478815,1,0,0,0,5.618167577,0,0,0,0.083333,1,0,7.601402335,6.340892541,5.866028334,0,12,1,Big Spenders
6.471080283,0.636364,0,0,0,7.608566211,0,0,0,0.166667,2,0,7.244941546,7.690236497,6.080242399,0,12,1,Big Spenders
5.475883631,1,6.345671448,5.512985099,5.778054719,7.267297717,0.5,0.083333,0.416667,0.083333,3,6,8.07121854,6.380730606,5.234283358,0.083333,12,0,Cash Advance Lovers
5.697108127,1,7.912056888,7.251344983,7.186144305,0,1,0.083333,1,0,0,14,9.711176264,7.151797984,5.187222977,0.25,12,2,Inactive Customers
7.971350136,0.909091,7.920936759,7.581209826,6.67752417,0,0.727273,0.090909,0.636364,0,0,8,9.105090961,6.759546879,6.810573229,0,11,2,Inactive Customers
2.74606891,0.272727,4.480740108,0,4.480740108,0,0.083333,0,0.083333,0,0,1,8.987321813,6.508423177,5.095400728,0.75,12,3,EMI Users
5.742346068,0.909091,0,0,0,7.941457682,0,0,0,0.166667,2,0,8.922791624,7.941845004,4.721520445,0.1,12,1,Big Spenders
8.152294143,1,7.078324716,6.631935899,6.059193287,8.759534622,0.5,0.333333,0.333333,0.666667,18,14,8.853808275,8.364587571,6.853660096,0,12,2,Inactive Customers
6.897727396,1,0,0,0,6.328294805,0,0,0,0.416667,5,0,7.090909822,6.978101475,5.578732925,0,12,1,Big Spenders
7.625514455,1,8.114893069,7.554282439,7.26961675,6.080294892,1,0.3,0.9,0.1,5,45,7.824445931,7.430375869,7.925678336,0,10,2,Inactive Customers
8.019111594,0.727273,7.112156281,0,7.112156281,8.788952071,1,0,1,0.25,10,58,8.537191878,8.961911186,7.206471786,0,12,2,Inactive Customers
6.978453591,1,0,0,0,3.695505031,0,0,0,0.083333,1,0,7.090909822,5.661094017,5.579544514,0,12,1,Big Spenders
8.536783437,1,4.946416722,4.946416722,0,8.121596312,0.5,0.5,0,0.25,22,6,8.699681401,8.105960336,7.923277137,0,12,1,Big Spenders
6.88430328,1,4.215381557,0,4.215381557,0,0.333333,0,0.333333,0,0,4,6.908754779,5.542351009,5.300852849,0,12,0,Cash Advance Lovers
8.670571689,1,6.361267935,5.883378097,5.39798169,7.692810797,1,0.083333,1,0.333333,7,13,8.699681401,7.480070098,7.519560411,0,12,2,Inactive Customers
8.928584801,1,0,0,0,7.98158211,0,0,0,0.083333,9,0,9.047939083,7.461304139,7.48788479,0,12,1,Big Spenders
4.486410602,0.818182,6.690780164,6.690780164,0,0,0.5,0.5,0,0,0,8,6.908754779,7.034722628,4.931483185,0.666667,12,3,EMI Users
8.09233259,1,5.833552636,5.527363464,4.511848029,7.890747797,0.583333,0.083333,0.5,0.333333,10,8,8.699681401,7.157236138,6.935414955,0,12,1,Big Spenders
3.835044656,1,6.113704303,0,6.113704303,0,1,0,1,0,0,78,8.922791624,6.17871565,5.156385474,0.666667,12,0,Cash Advance Lovers
5.4603649,1,6.426973777,5.140493281,6.105908681,5.647804392,0.916667,0.166667,0.75,0.25,4,12,7.824445931,7.270476016,5.140511782,0.25,12,0,Cash Advance Lovers
3.634128795,1,5.888877958,0,5.888877958,0,0.5,0,0.416667,0,0,6,8.006700845,5.66098534,4.525195159,0,12,0,Cash Advance Lovers
5.814508072,0.818182,0,0,0,7.486816689,0,0,0,0.416667,10,0,7.244941546,7.502494517,5.181660633,0.181818,12,1,Big Spenders
5.268510214,1,7.579157748,0,7.579157748,0,1,0,1,0,0,53,7.824445931,7.54577085,5.319993522,0.666667,12,0,Cash Advance Lovers
6.09628119,1,5.861669025,0,5.861669025,5.038079649,0.25,0,0.166667,0.25,3,3,8.412054873,5.989801385,5.413687641,0,12,1,Big Spenders
3.194182642,0.636364,5.679148194,0,5.679148194,0,0.583333,0,0.583333,0,0,7,7.824445931,6.120055467,5.037866633,0.857143,12,0,Cash Advance Lovers
7.535795252,1,5.949339621,5.739792912,4.297285406,0,0.416667,0.416667,0.083333,0,0,7,7.576097341,6.141905771,6.914581454,0,12,3,EMI Users
7.820755641,1,5.179815322,4.214938459,4.709169776,5.035081593,1,0.25,0.833333,0.083333,1,14,7.824445931,6.755744631,6.616632332,0,12,2,Inactive Customers
8.074989574,1,7.698337653,7.483064422,6.059123196,6.982367414,1,1,0.75,0.166667,3,25,8.699681401,7.60512044,6.812451129,0,12,2,Inactive Customers
5.830139784,1,2.726544784,0,2.726544784,0,0.416667,0,0.416667,0,0,5,9.25922577,7.142268205,7.304556071,0.083333,12,1,Big Spenders
9.312805934,1,8.1376648,8.1376648,0,8.966791815,0.5,0.5,0,0.583333,12,8,9.392745259,9.299769906,8.895075219,0,12,1,Big Spenders
6.802612027,0.909091,6.827564227,5.549465114,6.502550137,8.683518214,0.916667,0.25,0.833333,0.333333,6,20,8.517393171,8.759297984,5.668049772,0.090909,12,2,Inactive Customers
7.052210632,0.909091,0,0,0,7.861110113,0,0,0,0.083333,1,0,8.006700845,7.866381205,6.158339333,0.090909,12,1,Big Spenders
6.741964168,0.545455,6.083587836,6.083587836,0,8.442348003,0.083333,0.083333,0,0.333333,7,1,9.581972892,6.997433945,5.321125986,0,12,1,Big Spenders
6.394332369,1,0,0,0,3.626531252,0,0,0,0.083333,1,0,7.313886832,7.361315144,5.082002844,0.181818,12,1,Big Spenders
8.392718595,1,0,0,0,7.604916622,0,0,0,0.666667,11,0,8.517393171,7.175422828,7.26135431,0,12,1,Big Spenders
7.584140448,1,6.791962761,6.36490565,5.738409319,0,1,0.583333,1,0,0,34,7.824445931,7.868636388,6.540120275,0,12,2,Inactive Customers
3.039636282,0.727273,5.930200659,0,5.930200659,0,0.916667,0,0.833333,0,0,11,8.699681401,5.968994358,4.516103469,0.444444,12,0,Cash Advance Lovers
7.916114816,1,5.13691546,5.13691546,0,6.142123453,0.083333,0.083333,0,0.083333,1,2,8.07121854,7.01155139,6.440677415,0,12,1,Big Spenders
5.978128182,1,0,0,0,6.51418606,0,0,0,0.166667,3,0,6.908754779,5.768597251,5.225802559,0,12,1,Big Spenders
6.131519618,1,5.413162758,0,5.413162758,0,0.666667,0,0.666667,0,0,9,6.216606101,6.21341126,6.124404742,0,12,0,Cash Advance Lovers
8.477654582,1,0,0,0,6.857080534,0,0,0,0.083333,2,0,9.047939083,7.140354163,7.392285357,0,12,1,Big Spenders
8.805372444,1,0,0,0,7.710402389,0,0,0,0.333333,7,0,8.922791624,7.46927355,7.771623088,0,12,1,Big Spenders
7.122100113,1,3.842672927,3.842672927,0,7.814664598,0.083333,0.083333,0,0.416667,10,1,7.313886832,7.880087994,6.170643989,0.083333,12,1,Big Spenders
8.962200952,1,5.448460025,5.448460025,0,8.321291494,0.1,0.1,0,1.1,20,3,9.510519036,7.374389324,7.328763468,0,10,1,Big Spenders
7.017064166,1,6.402033276,0,6.402033276,0,1,0,0.833333,0,0,15,7.496097345,6.51839115,5.519210443,0,12,0,Cash Advance Lovers
7.101203495,1,5.584323035,5.584323035,0,0,0.166667,0.166667,0,0,0,2,8.006700845,5.810409225,6.091571305,0,12,3,EMI Users
5.355975253,1,6.499862226,6.499862226,0,0,0.2,0.2,0,0,0,5,8.922791624,6.591938004,4.951228529,0,10,3,EMI Users
8.778639087,1,6.105908681,6.105908681,0,7.41786489,0.416667,0.416667,0,0.583333,8,6,8.987321813,7.554125132,7.536607743,0,12,1,Big Spenders
8.041424555,1,7.663670665,6.944318618,6.996974218,7.761274404,0.916667,0.416667,0.75,0.416667,8,27,8.881975184,8.62439185,6.548883829,0,12,2,Inactive Customers
6.814059973,1,6.816845404,6.508590283,5.493966384,6.624145121,0.25,0.25,0.166667,0.416667,11,16,7.090909822,7.297994203,6.506334405,0.083333,12,1,Big Spenders
8.19823591,1,5.95116325,5.95116325,0,3.915377054,0.083333,0.083333,0,0.083333,1,2,9.305741457,6.968552248,6.861141893,0,12,1,Big Spenders
4.473354772,0.727273,6.815102565,0,6.815102565,0,0.583333,0,0.5,0,0,14,8.853808275,6.785651966,4.846839016,0.666667,12,0,Cash Advance Lovers
4.472177334,0.818182,6.672602404,6.672602404,0,0,0.416667,0.416667,0,0,0,5,7.824445931,7.223420918,4.792891322,0.111111,12,3,EMI Users
4.980265925,0.727273,6.632660322,0,6.632660322,0,0.666667,0,0.583333,0,0,12,8.006700845,6.758727724,5.263732542,0.142857,12,0,Cash Advance Lovers
7.076083495,1,0,0,0,5.557359233,0,0,0,0.583333,8,0,7.090909822,6.222902903,5.790988795,0,12,1,Big Spenders
3.521104826,1,6.470784024,0,6.470784024,0,1,0,1,0,0,33,8.294299609,6.363057132,4.343079106,0.3,12,0,Cash Advance Lovers
4.792512518,1,6.974740804,0,6.974740804,0,1,0,0.888889,0,0,18,6.908754779,6.720425103,4.887223753,1,9,0,Cash Advance Lovers
4.907040315,1,6.042632834,5.66296048,4.8978398,0,0.583333,0.083333,0.416667,0,0,7,8.922791624,6.254668764,5.254760599,0,12,3,EMI Users
4.863601959,1,6.139582783,0,6.139582783,0,1,0,1,0,0,34,8.006700845,5.946362312,5.152734856,0,12,0,Cash Advance Lovers
6.620297623,0.777778,5.111385197,5.111385197,0,7.499462537,0.111111,0.111111,0,0.666667,10,2,7.601402335,5.257470955,5.503630891,0,9,1,Big Spenders
7.343157992,1,0,0,0,6.310032606,0,0,0,0.083333,2,0,7.601402335,6.013883814,6.171904894,0,12,1,Big Spenders
5.15404914,1,7.419350606,0,7.419350606,0,1,0,1,0,0,38,7.824445931,7.190751154,5.099866672,0.916667,12,0,Cash Advance Lovers
5.589029289,0.272727,0,0,0,7.353553243,0,0,0,0.166667,2,0,7.313886832,6.676609009,5.427530399,0,12,3,EMI Users
6.311580984,1,7.350939974,6.81750229,6.469188299,0,1,1,1,0,0,41,9.305741457,7.734700673,5.191239549,0,12,2,Inactive Customers
9.054883132,1,5.141663557,5.141663557,0,8.089879965,0.083333,0.083333,0,0.25,11,1,9.105090961,7.340909048,8.390274113,0,12,1,Big Spenders
8.82635322,1,6.456392818,5.10788299,6.157910755,8.259563084,0.916667,0.083333,0.916667,0.25,13,17,9.210440367,8.059007065,8.238248211,0,12,2,Inactive Customers
7.97887861,1,4.961515075,4.961515075,0,7.796589333,0.166667,0.166667,0,0.583333,10,2,8.987321813,6.902028828,6.921717982,0,12,1,Big Spenders
6.298595296,1,5.400964204,5.400964204,0,0,0.166667,0.166667,0,0,0,3,7.601402335,6.413102218,5.122373853,0,12,3,EMI Users
7.767959679,1,7.947321491,7.311612428,7.193986299,0,1,0.75,1,0,0,97,8.006700845,7.467192553,6.89297847,0,12,2,Inactive Customers
8.334662859,1,6.666485944,6.427361862,5.12449955,0,0.454545,0.454545,0.181818,0,0,16,9.105090961,6.97861759,7.179355213,0,11,2,Inactive Customers
7.174310773,1,0,0,0,4.379060941,0,0,0,0.166667,2,0,7.313886832,5.981757771,5.912389394,0,12,1,Big Spenders
7.379440025,1,4.134526352,0,4.134526352,0,0.25,0,0.25,0,0,6,8.294299609,5.992387156,6.241755656,0,12,3,EMI Users
8.424537801,0.909091,7.280008253,7.280008253,0,7.723887802,0.090909,0.090909,0,0.181818,2,1,9.105090961,6.919531188,6.822815132,0,11,1,Big Spenders
6.623265903,1,7.590094261,6.618071204,7.115582126,6.418322778,0.833333,0.5,0.5,0.083333,1,21,8.160803921,6.974528842,5.594403146,0.1,12,2,Inactive Customers
7.32060092,1,7.547633531,6.296317109,7.211320543,0,1,0.166667,0.75,0,0,23,9.105090961,7.445940306,5.749813,0,12,2,Inactive Customers
8.158188603,1,6.947437424,6.947437424,0,8.3433138,0.083333,0.083333,0,0.25,10,3,9.105090961,6.996154474,6.956222923,0,12,1,Big Spenders
8.761763226,1,7.527169802,7.240800221,6.13908682,7.670978955,0.333333,0.333333,0.166667,0.75,26,19,8.922791624,7.730476422,7.304399671,0,12,1,Big Spenders
7.191921568,1,3.086486637,3.086486637,0,0,0.083333,0.083333,0,0,0,1,7.313886832,5.665353846,6.182597379,0,12,3,EMI Users
9.129959323,1,6.510719544,6.510719544,0,8.727929613,0.5,0.5,0,0.5,12,12,9.392745259,7.911074262,8.04891674,0,12,1,Big Spenders
8.143957929,1,5.885214747,0,5.885214747,0,1,0,0.916667,0,0,12,8.922791624,7.227663096,6.623605988,0,12,0,Cash Advance Lovers
7.019601455,1,6.165333817,0,6.165333817,0,1,0,1,0,0,12,6.908754779,6.414830477,8.146312844,0,12,0,Cash Advance Lovers
7.511864645,1,0,0,0,6.536960879,0,0,0,0.083333,1,0,7.74109909,7.811149099,6.158969702,0,12,1,Big Spenders
8.010515612,1,6.368667345,0,6.368667345,8.109616581,1,0,1,0.333333,8,14,8.77971129,7.998379015,6.909986845,0,12,2,Inactive Customers
4.611953507,0.818182,0,0,0,6.083129936,0,0,0,0.333333,5,0,9.25922577,6.496592123,4.818501135,0.333333,12,1,Big Spenders
7.325517573,1,0,0,0,6.125549705,0,0,0,0.166667,2,0,7.576097341,6.161577953,5.94613319,0,12,1,Big Spenders
4.625219136,0.454545,0,0,0,7.521454447,0,0,0,0.333333,10,0,8.77971129,8.57960862,4.41934601,1,12,1,Big Spenders
2.620118765,0.909091,5.035197817,0,5.035197817,0,0.75,0,0.666667,0,0,9,7.090909822,5.07611373,4.881527528,0.555556,12,0,Cash Advance Lovers
7.035986983,1,6.256210588,6.256210588,0,0,0.583333,0.583333,0,0,0,10,7.090909822,6.561886649,6.668182649,0,12,3,EMI Users
3.225752129,0.727273,5.602118821,0,5.602118821,0,0.818182,0,0.818182,0,0,6,9.047939083,5.938045682,4.636182766,0.714286,11,0,Cash Advance Lovers
6.639478493,1,7.115110853,7.115110853,0,0,1,1,0,0,0,34,8.853808275,7.793065206,5.689083387,0,12,2,Inactive Customers
8.996516889,1,0,0,0,8.258862673,0,0,0,0.916667,25,0,9.047939083,7.789583459,7.755679677,0,12,1,Big Spenders
6.614936941,1,6.186558357,6.186558357,0,0,0.166667,0.166667,0,0,0,2,8.006700845,5.258076385,5.659081045,0,12,3,EMI Users
3.52386913,0.727273,5.267806611,4.242764567,4.83142888,0,0.333333,0.083333,0.25,0,0,5,8.699681401,5.043318666,4.93391798,0.090909,12,3,EMI Users
9.011843979,1,0,0,0,7.976167118,0,0,0,0.416667,6,0,9.546884035,7.669832463,7.604918712,0,12,1,Big Spenders
6.437681185,0.818182,0,0,0,7.659502635,0,0,0,0.166667,3,0,7.090909822,7.517439871,5.16975942,0.25,12,1,Big Spenders
7.661283953,1,7.805547972,7.626823585,5.998092533,0,0.583333,0.5,0.5,0,0,33,8.922791624,6.251854863,6.254348846,0,12,2,Inactive Customers
6.846250739,1,3.931825633,3.931825633,0,0,0.083333,0.083333,0,0,0,1,6.908754779,5.757136131,6.444380013,0,12,3,EMI Users
7.225107388,1,8.008448734,7.319195832,7.312059714,5.75612217,1,0.833333,1,0.166667,2,61,8.006700845,8.150002018,6.006545299,0,12,2,Inactive Customers
4.820754599,1,5.029914909,0,5.029914909,0,1,0,1,0,0,12,8.160803921,6.105197941,5.151871801,0.083333,12,0,Cash Advance Lovers
4.301280991,1,5.432148714,0,5.432148714,0,1,0,1,0,0,12,7.824445931,5.075453001,5.144685506,0,12,0,Cash Advance Lovers
7.774000501,1,0,0,0,7.187586233,0,0,0,0.333333,4,0,8.006700845,6.310750565,6.326000981,0,12,1,Big Spenders
4.064867604,0.818182,6.160151913,6.160151913,0,0,0.75,0.75,0,0,0,9,8.885755383,6.395663152,5.166406329,0.9,12,3,EMI Users
8.92274604,1,5.081404365,5.081404365,0,8.190018019,0.166667,0.166667,0,0.166667,3,2,9.514215624,7.582724556,7.523110578,0,12,1,Big Spenders
7.355894362,0.727273,7.193685818,0,7.193685818,7.553514802,0.416667,0,0.416667,0.083333,1,6,8.987321813,6.984630944,6.717182324,0.142857,12,0,Cash Advance Lovers
8.443714347,1,8.480877694,8.310073076,6.63077573,0,0.833333,0.75,0.5,0,0,54,9.127067453,6.982062959,7.189504192,0,12,2,Inactive Customers
8.911841881,1,6.805301645,6.756723065,3.779633817,0,0.333333,0.166667,0.166667,0,0,4,9.581972892,7.729711199,7.437080762,0,12,2,Inactive Customers
8.699919396,1,0,0,0,7.785650118,0,0,0,0.166667,2,0,9.105090961,7.223218948,7.491227815,0,12,1,Big Spenders
7.028325018,1,5.225746674,4.94875989,3.828641396,6.604787377,0.166667,0.166667,0.166667,0.166667,2,4,8.716207971,7.681278255,5.744104338,0,12,1,Big Spenders
3.742842975,0.363636,5.40483721,5.40483721,0,0,0.25,0.25,0,0,0,4,9.510519036,7.125694503,5.12715159,0.666667,12,3,EMI Users
7.35664835,1,0,0,0,7.892629904,0,0,0,0.333333,6,0,8.006700845,8.137302074,6.171021455,0.090909,12,1,Big Spenders
8.605347888,1,5.572154032,0,5.572154032,8.346054094,0.75,0,0.75,0.75,19,9,8.853808275,7.458663764,7.321508379,0,12,1,Big Spenders
5.119761489,0.909091,6.109825194,6.109825194,0,8.974058238,1,1,0,0.083333,1,12,9.105090961,6.498209144,5.216431768,0.181818,12,2,Inactive Customers
3.010352821,1,5.65178718,0,5.65178718,0,0.666667,0,0.666667,0,0,12,7.601402335,5.594608787,5.163738385,0.75,12,0,Cash Advance Lovers
7.815645287,0.727273,6.277545338,0,6.277545338,8.763416127,0.333333,0,0.25,0.083333,1,7,8.853808275,9.348524914,6.65106049,0.25,12,1,Big Spenders
8.599130021,1,5.351384087,0,5.351384087,9.014889576,0.5,0,0.416667,0.5,15,6,8.853808275,8.952141598,7.150841111,0.083333,12,1,Big Spenders
8.564149579,0.625,0,0,0,9.190052695,0,0,0,0.125,1,0,9.210440367,7.205324023,7.607285197,0,8,1,Big Spenders
4.964792445,0.909091,5.110058217,3.518684077,4.889897899,0,0.833333,0.083333,0.666667,0,0,10,7.824445931,6.292980967,4.958824427,0,12,0,Cash Advance Lovers
8.34120607,1,6.11146734,6.11146734,0,7.816719111,0.083333,0.083333,0,0.166667,4,1,8.412054873,7.148657661,8.200731848,0,12,1,Big Spenders
7.905808505,1,6.398594935,6.398594935,0,8.585597645,0.833333,0.833333,0,0.583333,8,10,8.517393171,7.337903133,6.73607269,0.1,12,2,Inactive Customers
6.072567764,1,6.293659546,5.75669113,5.419782504,0,0.666667,0.166667,0.5,0,0,13,8.77971129,6.604652221,5.105627787,0,12,2,Inactive Customers
4.858328218,1,7.938474092,7.702750313,6.379529141,0,1,1,0.583333,0,0,36,8.77971129,7.777225626,5.084801972,0.363636,12,2,Inactive Customers
5.927661806,1,8.185921409,8.05181246,6.1127304,0,1,0.833333,0.5,0,0,31,8.699681401,8.158855922,5.159680742,0.636364,12,2,Inactive Customers
